id,codigo,ref_prod,desc_prod,qtde
2514,I000092,"G80 KWB-06MM","CORRENTE G80 KWB-06MM (KLB-6-8)",30.00
2515,Z802300,"KLA-6-10 (200)","CORRENTE KLA-6-10 (200)",278.86
2516,Z802301,"KLA-8-10 (200)","CORRENTE KLA-8-10 (200)",237.76
2517,I000423,"G100 WIN200 - 8MM","CORRENTE G100 WIN200 - 8MM PEWAG (8-10MM)",7.50
2518,Z802307,"KLA -8-10 (400)","CORRENTE KLA -8-8+(10) (400)",10.23
2519,Z802302,"KLA-10-10 (200)","CORRENTE KLA-10-10 (200)",219.35
2520,I000118,"G100 WIN200 - 10MM","CORRENTE G100 WIN200 - 10MM PEWAG (10-10MM)",2.40
2521,Z802308,"KLA-10-10 (400)","CORRENTE KLA-10-8+(400)",4.30
2522,Z802309,"KLA -13-10 (400)","CORRENTE KLA -13-8+(400)",142.40
2523,Z802303,"KLA-13-10 (200)","CORRENTE KLA -13-10(200)",19.99
2524,Z802310,"KLA -16-10 (400)","CORRENTE KLA -16-8+ (400)",15.00
2525,Z802304,"KLA-16-10 (200)","CORRENTE KLA -16-10 (200)",44.30
2526,Z802305,"KLA -20-10","CORRENTE KLA -20-10",30.38
2527,Z802246,"KLA -22-10","CORRENTE KLA -22-10",0.00
2528,Z802248,KLA-26-10,"CORRENTE KLA -26-10",0.31
2529,Z802174,KLB-6-8,"CORRENTE KLB-6-8",14.37
2530,B86CG8060,"KLB-6-8 COLUMBUS","CORRENTE KLB-6-8 COLUMBUS",17.26
2531,B86CG8080,"KLB-8-8 COLUMBO","CORRENTE KLB-8-8 COLUMBUS",0.00
2532,Z802176,KLB-8-8,"CORRENTE KLB-8-8",0.00
2533,I000276,"G80 KWB-08MM","CORRENTE G80 KWB-08MM PEWAG (KLB 8-8MM)",2.29
2534,Z802156,KLB-10-8,"CORRENTE KLB-10-8",0.00
2535,Z802157,KLB-13-8,"CORRENTE KLB-13-8",0.00
2536,I000109,"G80 KWB-13MM ","CORRENTE G80 KWB-13MM PEWAG (KLB 13X39-8MM) 13-8MM",0.00
2537,I000323,"G80 KWB-16MM","CORRENTE G80 KWB-16MM (KLB 16MM",1.60
2538,Z802177,KLB-16-8,"CORRENTE KLB-16-8",0.00
2539,Z801203,KLB-19-8,"CORRENTE KLB-19-8",5.20
2540,Z801228,KLB-22-8,"CORRENTE KLB-22-8",0.00
2541,Z801231,KLB-26-8,"CORRENTE KLB-26-8",0.00
2542,Z801232,KLB-32-8,"CORRENTE KLB-32-8",0.00
2543,182200697,"CORRENTE DE TALHA 4,2 POR 12,2","CORRENTE DE TALHA 4,2 POR 12,2",20.00
2544,182200698,"CORRENTE DE TALHA 5,3X15,2","CORRENTE DE TALHA 5,3X15,2",0.00
2545,182200766,"CORRENTE PARA TALHA 6,5X18,5MM","CORRENTE PARA TALHA 6,5X18,5MM",0.00
2546,182200718,"CORRENTE PARA TALHA 7X21MM","CORRENTE PARA TALHA 7X21MM",0.00
2547,CG8060,"CORRENTE GRAU 8 DE 6MM (COLUMBUS)","CORRENTE GRAU 8 DE 6MM (COLUMBUS)",0.00
2548,CG8100,"CORRENTE GRAU 8 DE 10MM (COLUMBUS)","CORRENTE GRAU 8 DE 10MM (COLUMBUS)",0.00
2549,2524032Z,"CORRENTE SOLDADA EC 3,2MM ZIN","CORRENTE SOLDADA EC 3,2MM ZIN",0.00
2550,B14730,CG-6-10,"CONECTOR CG-6-10",1.00
2551,B14731,"CG 8-10","CONECTOR CG 8-10",0.00
2552,B14732,"CG 10-10","CONECTOR CG 10-10",0.00
2553,B14733,"CG 13-10","CONECTOR CG 13-10",0.00
2554,B14734,"CG 16-10","CONECTOR CG 16-10",0.00
2555,Z100316,SKLI-7/8-8,"DESTORCEDOR SKLI-7/8-8",0.00
2556,Z100417,SKLI-18/20-8,"DESTORCEDOR SKLI-18/20-8",0.00
2557,B14720,CGD-6-10,"ELO DUPLO CGD-6-10",15.00
2558,B14721,CGD-8-10,"ELO DUPLO CGD-8-10",6.00
2559,B14722,CGD-10-10,"ELO DUPLO CGD-10-10",8.00
2560,B14723,CGD-13-10,"ELO DUPLO CGD-13-10",1.00
2561,B14724,CGD-16-10,"ELO DUPLO CGD-16-10",0.00
2562,B14740,CLD-6-10,"ELO DE LIGACAO CLD-6-10",5.00
2563,B14741,CLD-8-10,"CONECTOR DUPLO CLD-8-10",3.00
2564,B14742,CLD-10-10,"CONECTOR DUPLO CLD-10-10",1.00
2565,B14743,CLD-13-10,"CONECTOR DUPLO CLD-13-10",4.00
2566,Z622882,G-6-8,"ELO DE LIGACAO G-6-8",0.00
2567,B86ATA001,"HM 6MM (G-6-8 COLUMBO)","ELO DE LIGACAO HM 6MM (G-6-8 COLUMBUS)",55.00
2568,Z100821,G-6-10,"ELO DA LIGACAO G-6-10",16.00
2569,Z279333,G-7/8-8,"ELO DE LIGACAO G-7/8-8",0.00
2570,B86ATA002,"(G-7/8-8 COLUMBUS)","ELO DE LIGACAO HM 7/8MM (G-7/8-8 COLUMBO)",38.00
2571,Z100822,G-8-10,"ELO DA LIGACAO G-8-10",49.00
2572,H000091,"CW 08","ELO DE LIGACAO WIN - CW 08   (ELO G-8-10 GUNNEBO)",2.00
2573,Z279430,G-10-8,"ELO DE LIGACAO G-10-8",0.00
2574,EXCELL,G-10-8,"ELO DE LIGACAO G-10-8",0.00
2575,Z100823,G-10-10,"ELO DE LIGACAO G-10-10",68.00
2576,H000092,"CW 10","ELO DE LIGAÃAO WIN - CW 10 (ELO G-10-10 GUNNEBO)",0.00
2577,Z100824,G-13-10,"ELO DE LIGACAO G-13-10",20.50
2578,H000093,"CW 13","ELO DE LIGACAO WIN - CW 13   (ELO G-13-10 GUNNEBO)",4.00
2579,H000358,"ELD-13.8 - 1810138R","ELO DE LIGACAO ELD-13.8 - 1810138R (ELO G-13-8 GUNNEBO)",5.00
2580,Z279537,G-13-8,"ELO DE LIGACAO G-13-8",0.00
2581,Z100825,G-16-10,"ELO DE LIGACAO G-16-10",12.00
2582,H000094,"CW 16","ELO DE LIGAÃÃO WIN - CW 16 (G-16-10)",1.00
2583,Z279731,G-18/20-8,"ELO G-18/20-8",0.00
2584,Z101119,G-20-10,"ELO DA LIGACAO G-20-10",14.00
2585,H000095,"CW 19-20","ELO DE LIGACAO WIN 19-20 (G-20-10) ",0.00
2586,Z101339,G-22-10,"ELO DA LIGACAO G-22-10",0.00
2587,Z279838,G-22-8,"ELO DE LIGACAO G-22-8",0.00
2588,Z349171,G-26-8,"ELO DE LIGACAO G-26-8",0.00
2589,Z101365,"G-26-10 ","ELO DE LIGACAO G-26-10 ",0.00
2590,Z349189,G-32-8,"ELO DE LIGACAO G-32-8",0.00
2591,H000361,"V 06.8 U","ELO DE LIGACAO KWB-V 06.8 U (ELO G-6-8)",0.00
2592,H000362,"V 08.8 U","ELO DE LIGAÃâ¡ÃÆO KWB V 08.8 U (ELO G-8-8)",1.00
2593,H000363,"V 10.8 U","ELO DE LIGACAO KWB-V 10.8 U (ELO G-10-8)",4.00
2594,H000365,"V 16.8U","ELO DE LIGACAO KWB - V16.8U",0.00
2595,H000487,"V 22.8","ELO DE LIGACAO KWB - HKS 22.8",0.00
2596,H000425,"KWB G08.8","ELO DE SUSPENSAO KWB-G08.8 (ANEL MF-108-8 GUNNEBO)",2.00
2597,H000139,"KAGW 01-22 (VAK1-22 RUD )","ELO DE SUSPENSAO WIN KAGW 01-22 (VAK1-22 RUD )",0.00
2598,H000685,TESIONADOR,TESIONADOR,0.00
2599,42040698,"ELO FINAL B1-08","ELO FINAL B1-08",0.00
2600,B14320,MIG-13-10,"ENCURTADOR MIG-13-10",0.00
2601,G009860018,"ESTICADOR DE AMARRACAO 12,6T","ESTICADOR DE AMARRACAO 12,6T",0.00
2602,CJA790050PR5-1400,"FITA AMARRACAO 50MM X 1400MM C/ DELTA","FITA AMARRACAO 50MM X 1400MM C/ DELTA",0.00
2603,CJA790035PR-J,"FITA AMARRACAO 35MM X 5M C/ GANCHO J","FITA AMARRACAO 35MM X 5M C/ GANCHO J",0.00
2604,CJA790035PR-D,"FITA AMARRACAO 35MM X 1400MM C/ DELTA","FITA AMARRACAO 35MM X 1400MM C/ DELTA",0.00
2605,CJA790050PR5T,"CONJ AMARRACAO 50MM X 6M OLHAL A OLHAL","CONJ AMARRACAO 50MM X 6M OLHAL A OLHAL",1.00
2606,CJA790050PR5-6,""FITA AMARRACAO 50MM 5TX6M/G""J"""",""FITA AMARRACAO 50MM 5TX6M/G""J"""",0.00
2607,CJA790050PR5-G,"FITA AMARRACAO 50MM X 6,5M C/GANCHO OLHAL 8MM","FITA AMARRACAO 50MM X 6,5M C/GANCHO OLHAL 8MM",0.00
2608,CJA790050PR5-M,"FITA AMARRACAO 50MM X 6,5M C/MANILHA 2T","FITA AMARRACAO 50MM X 6,5M C/MANILHA 2T",0.00
2609,CJA790050PR5-GO,"FITA AMARRACAO 50MM X 9,5M C/GANCHO J E OLHAL ","FITA AMARRACAO 50MM X 9,5M C/GANCHO J E OLHAL ",0.00
2610,CJA790050PR5-AO,"FITA AMARRACAO 50MM X 9,5M C/ANEL E OLHAL ","FITA AMARRACAO 50MM X 9,5M C/ANEL E OLHAL ",0.00
2611,CJA790050PR5-400,"FITA DE AMARRACAO 50MM x 400MM OLHAL A OLHAL","FITA DE AMARRACAO 50MM x 400MM OLHAL A OLHAL (FITA CABO)",0.00
2612,10779,"FITA COM CATRACA COM 6M","FITA COM CATRACA COM 6M",0.00
2613,2529,"FITA COM CATRACA   ","FITA COM CATRACA 0,20 + 4,80M GANCHO J",0.00
2614,1930,"FITA COM CATRACA   ","FITA COM CATRACA 0,20 + 3,80M GANCHO J",0.00
2615,Z101108,BK-6-10,"GANCHO BK-6-10",0.00
2616,Z101097,BK-7/8-10,"GANCHO BK-7/8-10",5.00
2617,Z101024,BK-10-10,"GANCHO BK-10-10",11.00
2618,Z101032,BK-13-10,"GANCHO BK-13-10",0.00
2619,Z101040,BK-16-10,"GANCHO BK-16-10",8.00
2620,Z101089,BK-18/20-10,"GANCHO BK-18/20-10",0.00
2621,Z101325,BK-22-10,"GANCHO BK-22-10",0.00
2622,Z101357,BK-32-8,"GANCHO BK-32-8",0.00
2623,Z101110,BKG-6-10,"GANCHO BKG-6-10",4.00
2624,Z101100,BKG-8-10,"GANCHO BKG-8-10",0.00
2625,Z101026,BKG-10-10,"GANCHO BKG-10-10",0.00
2626,H000225,KLHW-08-10,"GANCHO CLEVIS AUTOBLOC. AUTOMATICO WIN-KLHW-08-10 (GANCHO BKG-8-10 GUN",0.00
2627,H000226,KLHW-10-10,"GANCHO CLEVIS AUTOBLOC. AUTOMÃTICO WIN-KLHW-10-10 (GANCHO BKG-10-10 ARMA",0.00
2628,Z101034,BKG-13-10,"GANCHO BKG-13-10",0.00
2629,Z101091,BKG-19/20-8,"GANCHO BKG-19/20-8",1.00
2630,Z101114,BKL-6-10,"GANCHO BKL-6-10",0.00
2631,Z101104,BKL-7/8-10,"GANCHO BKL-7/8-10",0.00
2632,Z101028,BKL-10-10,"GANCHO BKL-10-10",0.00
2633,Z101044,BKL-16-10,"GANCHO BKL-16-10",0.00
2634,Z101093,BKL-18/20-10,"GANCHO BKL-18/20-10",0.00
2635,Z101038,BKLK-13-10,"GANCHO BKLK-13-10",0.00
2636,Z101344,BKLK-32-8,"GANCHO BKLK-32-8",0.00
2637,Z100219,"CH-3 RIGHT","CH-3 RIGHT",0.00
2638,Z101220,CH-3,"GANCHO CH-3",0.00
2639,Z100221,"CH-3 LEFT","CH-3 LEFT",0.00
2640,B86658318,"CSH G8 8MM","GANCHO CLEVIS CSH G8 8MM COLUMBUS (EGKN-7/8-8)",24.00
2641,H000481,HKS6-8,"GANCHO CLEVIS C/ TRAVA HKS6-8",0.00
2642,H000482,HKS07-08.8,"GANCHO CLEVIS C/ TRAVA HKS07-08.8",0.00
2643,H000483,HKS10.8,"GANCHO CLEVIS COM TRAVA KWB-HKS 10.8 (EGKN -10-8)",0.00
2644,H000484,HKS13-8,"GANCHO CLEVIS C/ TRAVA HKS13-8 (TIPO EGKN GUNNEBO)",0.00
2645,H000485,"HKS 16-8","GANCHO CLEVIS C/TRAVA KWB-HKS 16-8 (EGKN-16-10)",0.00
2646,H000465,HKSB08.8,"GANCHO CLEVIS AUTOBLOC KWB-HKSB08.8",0.00
2647,68514,"GANCHO DIN ","GANCHO DIN 15401 RSN 6P",0.00
2648,68832,"GANCHO DIN 15401 16P","GANCHO DIN 15401 16P",0.00
2649,Z101361,"GANCHO FORJADO DKN-50T-DIN 7540","GANCHO FORJADO DKN-50T-DIN 7540",0.00
2650,B14460,"EGKN 6-10","GANCHO EGKN 6-10",3.00
2651,Z100744,"EGKN 7/8-8","GANCHO EGKN 7/8-8",1.00
2652,H000243,KHSW-08,"GANCHO CLEVIS C/TRAVA WIN KHSW-08 (GANCHO EGKN-08-10 GUNNEBO)",0.00
2653,H000466,HKSB10.8,"GANCHO CLEVIS AUTOBLOCANTE KWB-HKSB10.8 (BKG-10-8)",2.00
2654,H000467,HKSB13.8,"GANCHO CLEVIS AUTOBLOCANTE KWB - HKSB13.8",3.00
2655,H000246,"KHSW 13","GANCHO CLEVIS COM TRAVA WIN - KHSW 13 (EGKN -13)",0.00
2656,B14461,EGKN-8-10,"GANCHO EGKN-8-10",13.00
2657,B14462,EGKN-10-10,"GANCHO EGKN-10-10",16.00
2658,B14463,EGKN-13-10,"GANCHO EGKN-13-10",8.00
2659,H000245,KHSW-10,"GANCHO CLEVIS C/ TRAVA WIN KHSW-10 (GANCHO EGKN GUNNEBO)",0.00
2660,B14464,EGKN-16-10,"GANCHO EGKN-16-10",6.00
2661,Z101127,EGKN-20-10,"GANCHO EGKN-20-10",4.00
2662,Z101128,"EKN 6-10","GANCHO EKN 6-10",1.00
2663,Z101130,"EKN 7/8-10 (8-10)","GANCHO EKN 7/8-10 (8-10)",16.00
2664,Z101132,"EKN 10-10","GANCHO EKN 10-10",6.00
2665,Z101134,"EKN 13-10","GANCHO EKN 13-10",2.00
2666,Z101136,"EKN 16-10","GANCHO EKN 16-10",0.00
2667,Z101327,"EKN 20-10","GANCHO EKN 20-10",0.00
2668,Z101329,"EKN 26-10","GANCHO EKN 26-10",0.00
2669,Z100725,EKN-32-8,"GANCHO EKN-32-8",0.00
2670,B86474502,"GANCHO FUNDICAO F G8 20MM","GANCHO FUNDICAO F G8 20MM",0.00
2671,Z100758,"GANCHO GBK 6-10","GANCHO GBK 6-10",0.00
2672,Z100759,"GBK 7/8-8","GANCHO GBK 7/8-8",0.00
2673,Z100760,"GBK 10-10","GANCHO GBK 10-10",0.00
2674,Z100761,"GBK 13-10","GANCHO GBK 13-10",0.00
2675,Z101844,GG-6-10,"GANCHO GG-6-10",8.00
2676,H000253,"KPW 05-06 (GG-6-10)","GANCHO CLEVIS ENCURTADOR WIN KPW 05-06 (GG-6-10)",0.00
2677,H000255,"KPW 10 (GG-13-10)","GANCHO CLEVIS ENCURTADOR WIN - KPW 10 (GG-10-10)",0.00
2678,H000256,"KPW 13 (GG-13-10)","GANCHO CLEVIS ENCURTADOR WIN - KPW 13 (GG-13-10)",0.00
2679,H000258,"GANCHO CLEVIS","GANCHO CLEVIS ENCURTADOR WIN KPW 19-20 (GG-20-10)",0.00
2680,B14771,GG-8-10,"GANCHO GG-8-10",10.00
2681,B14772,GG-10-10,"GANCHO GG-10-10",7.00
2682,B14773,GG-13-10,"GANCHO GG-13-10",3.00
2683,B14774,GG-16-10,"GANCHO GG-16-10",0.00
2684,Z101152,GG-20-10,"GANCHO GG-20-10",0.00
2685,42040092,"GSH-10 (RUD)","GANCHO GSH-10 (RUD)",0.00
2686,5099,"GANCHO HASTE 15401-25 DIN25","GANCHO HASTE 15401-25 DIN25",0.00
2687,1327,"GANCHO HASTE GHT 36","GANCHO HASTE GHT 36",0.00
2688,"AGSJ-0,3-200","GANCHO J (CCS)","GANCHO J (CCS)",0.00
2689,"AGSJ-BI-0,3-400","GANCHO J (MARCHESAM)","GANCHO TIPO J - CAP 0,3T",0.00
2690,H001284,"GANCHO DIN 15401 25V - 130425VS","GANCHO DIN 15401 25V - 130425VS",0.00
2691,Z101353,LKNG-16-10,"GANCHO LKNG-16-10",0.00
2692,Z101349,LKNK-7/8-10,"GANCHO LKNK-7/8-10",0.00
2693,H000528,HSB07-08.8,"GANCHO KWB-HSB07-08.8",0.00
2694,Z101143,"OBK 7/8-8","GANCHO OBK 7/8-8",0.00
2695,Z101145,OBK-10-10,"GANCHO OBK-10-10",0.00
2696,Z100811,"OG 7/8-8","GANCHO OG 7/8-8",2.00
2697,Z101296,"OG 7/8-10","GANCHO OG 7/8-10",11.00
2698,Z101297,OG-10-10,"GANCHO OG-10-10",0.00
2699,H000308,"PW 10                      ","GANCHO OLHAL ENCURTADOR WIN PW 10 (GANCHO OG-10-10 GUNNEBO)",0.00
2700,Z101298,"GANCHO OG-13-10","GANCHO OG-13-10",0.00
2701,Z101299,"GANCHO OG-16-10","GANCHO OG-16-10",0.00
2702,Z100853,OKE-7/8-10,"GANCHO OKE-7/8-10",14.00
2703,Z100854,"OKE-10-10  ","GANCHO OKE-10-10  ",24.00
2704,Z100855,OKE-13-10,"GANCHO OKE 13-10",13.00
2705,Z100898,OKE-16-10,"GANCHO OKE-16-10",8.00
2706,Z101340,OKE-20-10,"GANCHO OKE-20-10",1.00
2707,Z101341,OKE-22-10,"GANCHO OKE-22-10",0.00
2708,H000282,"LHW 13 WEIR","GANCHO OLHAL AUTOBLOC WIN-LHW 13 WEIR",0.00
2709,H000550,"HS07-08.8 U","GANCHO OLHAL COM TRAVA KWB - HS07-08.8 U",0.00
2710,H000551,"HS 10.8 U","GANCHO OLHAL COM TRAVA HS 10.8 U",0.00
2711,H000552,"HS13.8 U","GANCHO OLHAL COM TRAVA HS13.8 U",8.00
2712,H000553,"HS16.8 U","GANCHO OLHAL COM TRAVA KWB        HS16.8 U",0.00
2713,H000555,HS22.8U,"GANCHO OLHAL COM TRAVA KWB-HS22.8U",0.00
2714,H000291,HSW07-08,"GANCHO OLHAL COM TRAVA WIN HSW07-08",2.00
2715,H000294,HSW16,"GANCHO OLHAL COM TRAVA WIN HSW16",0.00
2716,H000305,"PSW 07-08","GANCHO OLHAL ENCURTADOR WIN-PSW 07-08",0.00
2717,022.22.00279,"GANCHO PEGA TUBO PH2","GANCHO PEGA TUBO PH2",0.00
2718,B14490,"GANCHO RH1-10","GANCHO RH1-10",0.00
2719,B14491,"GANCHO RH2-10","GANCHO RH2-10",0.00
2720,42040382,"GANCHO SOLDAVEL","GANCHO SOLDAVEL",0.00
2721,"AGSJ-0,5-150",""GANCHO TIPO ""J"" ESPECIAL CAP 500KG"",""GANCHO TIPO ""J"" ESPECIAL CAP 500KG /    ALFA-X"",0.00
2722,Z7009060,"GANCHO UKN-2","GANCHO UKN-2",0.00
2723,Z6455730,"GANCHO UKN-3","GANCHO UKN-3",1.00
2724,0854-13,TWN-0854-13-8,"GANCHO TWN-0854-13-8",10.00
2725,0855-22,TWN-0855/1-22-8,"GANCHO TWN-0855/1-22-8",1.00
2726,0855-26,TWN-0855/1-26-8,"GANCHO TWN-0855/1-26-8",7.00
2727,EX5/6,"GANCHO OLHAL EXCELL 5/6-8 (GANCHO TIPO EKN-6-8)","GANCHO OLHAL EXCELL 5/6-8 (GANCHO TIPO EKN-6-8)",2.00
2728,42040119/RUD,"GANCHO WH O- 6-8","GANCHO WH O 6-8",4.00
2729,VH-6,"GANCHO ENC. VH-6-8 (TIPO CLEVIS)","GANCHO ENC. VH-6-8 (TIPO CLEVIS) (RUD)",5.00
2730,LEV300,"LEVANTADOR MAGNETICO","LEVANTADOR MAGNETICO 300KG",0.00
2731,Z101345,LKN/78-10,"GANCHO DE ELEVACAO LKN/78-10",0.00
2732,1018357,"MANILHA G-209 - 0,33T","MANILHA G-209 - 0,33T",0.00
2733,1018375,"MANILHA G-209 - 0,50T","MANILHA G-209 - 0,50T",0.00
2734,1018455,"MANILHA G-209 - 2T","MANILHA G-209 - 2T",13.00
2735,1018473,"MANILHA G-209 - 3,25T","MANILHA G-209 - 3,25T",8.00
2736,1018491,"MANILHA G-209 - 4,75T","MANILHA G-209 - 4,75T",0.00
2737,1018516,"MANILHA G-209 - 6,5T","MANILHA G-209 - 6,5T",0.00
2738,1018534,"MANILHA G-209 - 8,5T","MANILHA G-209 - 8,5T",0.00
2739,1018552,"MANILHA G-209 - 9,5T","MANILHA G-209 - 9,5T",0.00
2740,1018614,"MANILHA G-209-17T","MANILHA G-209-17T",0.00
2741,B86M857G,"MANILHA 17T","MANILHA 17T - PPC G6 COLUMBUS",0.00
2742,MCP40017,"MANILHA 17T","MANILHA 17T - CCP - CABOPEC",8.00
2743,MCR4261018632,"MANILHA G-209 - 25T","MANILHA G-209 - 25T",0.00
2744,1018650,"MANILHA G-209 - 35T","MANILHA G-209 - 35T",0.00
2745,1019356,"MANILHA G-210-12T","MANILHA G-210-12T",0.00
2746,1019466,"MANILHA G-2130 0,5T","MANILHA G-2130 0,5T",0.00
2747,1019470,"MANILHA G-2130 1T","MANILHA G-2130 1T",0.00
2748,1019471,"MANILHA G-2130 1,5T","MANILHA G-2130 1,5T",0.00
2749,1019472,"MANILHA G-2130 2T","MANILHA G-2130 2T",4.00
2750,1262013,"MANILHA G-2130OC-3,25T","MANILHA G-2130OC-3,25T",10.00
2751,1262022,"MANILHA G-2130OC-4,75T","MANILHA G-2130OC-4,75T",1.00
2752,1262031,"MANILHA G-2130OC 6,5T","MANILHA G-2130OC 6,5T",0.00
2753,1262040,"MANILHA G-2130OC 8,5T","MANILHA G-2130OC 8,5T",0.00
2754,1019695,"MANILHA G-2130-55T","MANILHA G-2130-55T",0.00
2755,1019711,"MANILHA G-2130-85T","MANILHA G-2130-85T",0.00
2756,B86M850G,""MANILHA CURVA PPC G-6 1/2"" X 5/8"" 2T (G-2130 2T)"",""MANILHA CURVA PPC G-6 1/2"" X 5/8"" 2T (G-2130 2T)"",0.00
2757,1019793,"MANILHA G-2150-3,25T","MANILHA G-2150-3,25T",0.00
2758,16252,"MANILHA G-4151 - 2T","MANILHA G-4151 - 2T",0.00
2759,MRR519817G,"MANILHA G-4151 - 17T","MANILHA G-4151 - 17T",0.00
2760,MCR0542G,"MANILHA G-4161 - 2T","MANILHA G-4161 - 2T",0.00
2761,MCR51983.25G,"MANILHA G-4161- 3,25T","MANILHA G-4161- 3,25T",0.00
2762,H005900,"MANILHA G-4161- 3,25T","MANILHA G-4161- 3,25T",0.00
2763,16284,"MANILHA G-4161- 4,75T","MANILHA G-4161- 4,75T",0.00
2764,16285,"MANILHA G-4161- 6,5T","MANILHA G-4161- 6,5T",0.00
2765,"MCR51988.5G CABOPEC","MANILHA G-4161-8,5T","MANILHA G-4161-8,5T",2.00
2766,16287,"MANILHA G-4161- 9,5T","MANILHA G-4161- 9,5T",0.00
2767,MCR519812G,"MANILHA G-4161- 12T","MANILHA G-4161- 12T",0.00
2768,"MCR66313,5","MANILHA G-4161- 13,5T","MANILHA G-4161- 13,5T",1.00
2769,16290,"MANILHA G-4161 - 17T","MANILHA G-4161 - 17T",0.00
2770,MCR519835G,"MANILHA G-4161-35T","MANILHA G-4161-35T",0.00
2771,16297,"MANILHA G-4163- 1T","MANILHA G-4163- 1T",0.00
2772,16298,"MANILHA G-4163- 1,5T","MANILHA G-4163- 1,5T",2.00
2773,16299,"MANILHA G-4163- 2T","MANILHA G-4163- 2T",0.00
2774,16300,"MANILHA G-4163 3,25T","MANILHA G-4163 3,25T",0.00
2775,16301,"MANILHA G-4163 4,75T","MANILHA G-4163 4,75T",0.00
2776,16303,"MANILHA G-4163 6,5T","MANILHA G-4163 6,5T",0.00
2777,16304,"MANILHA G-4163 8,5T","MANILHA G-4163 8,5T",0.00
2778,16306,"MANILHA G-4163 - 12T","MANILHA G-4163 - 12T",0.00
2779,16308,"MANILHA G-4163 17T","MANILHA G-4163 17T",1.00
2780,16309,"MANILHA G-4163- 25T","MANILHA G-4163- 25T",0.00
2781,MCP05412.5S,"MANILHA G-5263 12,5T","MANILHA G-5263 12,5T",0.00
2782,16319,"MANILHA G-5263 15T","MANILHA G-5263 15T",1.00
2783,16324,"MANILHA G-5263- 55T","MANILHA G-5263- 55T",0.00
2784,1262068,"MANILHA DE ELEVACAO G-2130OC 12T","MANILHA DE ELEVACAO G-2130OC 12T",0.00
2785,590,"MANILHA RETA 3/16","MANILHA RETA 3/16",0.00
2786,Z100706,"MANILHA SA-7/8-8","MANILHA SA-7/8-8",0.00
2787,Z298728,"MANILHA SA-10-8","MANILHA SA-10-8",0.00
2788,Z100414,SKL-18/20-8,"DISTORCEDOR SKL-18/20-8",0.00
2789,Z100282,"RDBK 5/6-10","KIT TRAVA RDBK 5/6-10",0.00
2790,Z100283,"RDBK 7/8-10","KIT TRAVA RDBK 7/8-10",0.00
2791,Z100284,RDBK-10-8,"KIT TRAVA RDBK-10-8",0.00
2792,Z100285,RDBK-13-10,"KIT TRAVA RDBK-13-10",0.00
2793,Z100289,RDOBK-10,"KIT REPARO RDOBK-10",0.00
2794,Z100290,RDOBK-13,"KIT REPARO RDOBK-13",0.00
2795,"AOE-T-0,3","OLHAL T 0,3T","OLHAL ESPECIAL TIPO T 0,3T M10X15X150MM",0.00
2796,"AOE-T-0,5","OLHAL T 0,5T","OLHAL ESPECIAL TIPO T 0,5T M12X18X150MM",0.00
2797,"AOE-T-1,5","OLHAL ESPECIAL EM T   CAP 1,5 TON","OLHAL ESPECIAL EM T   CAP 1,5 TON",0.00
2798,"AOE-T-1,5-250","OLHAL ESPECIAL EM T   CAP 1,5 TON - 250","OLHAL ESPECIAL EM T   CAP 1,5 TON - 250",0.00
2799,AOE-T-2,"OLHAL ESPECIAL EM T   CAP 2 TON","OLHAL ESPECIAL EM T   CAP 2 TON",0.00
2800,Z7009871,"SLP - 3T","OLHAL APARAFUSAVEL SLP",0.00
2801,Z102120,""BLP-UNC 3/4""-10"",""OLHAL BLP-UNC 3/4""-10"",0.00
2802,Z102008,BLP-M8,"OLHAL BLP-M8",0.00
2803,Z102010,BLP-M10,"OLHAL BLP-M10",7.00
2804,Z102012,BLP-M12,"OLHAL BLP-M12",2.00
2805,Z102016,BLP-M16,"OLHAL BLP-M16",0.00
2806,Z102020,BLP-M20,"OLHAL BLP-M20",4.00
2807,Z102024,BLP-M24,"OLHAL BLP-M24",2.00
2808,Z102030,BLP-M30,"OLHAL BLP-M30",0.00
2809,Z102210,DLP-M10,"OLHAL DLP-M10",0.00
2810,Z102212,DLP-M12,"OLHAL DLP-M12",5.00
2811,Z102216,DLP-M-16,"OLHAL DLP-M-16",0.00
2812,Z102312,""DLP-UNC 1/2-""13"",""OLHAL DLP-UNC 1/2-""13"",0.00
2813,Z102320,""DLP-UNC 3/4-""10"",""OLHAL DLP-UNC 3/4-""10"",0.00
2814,Z102316,""DLP-UNC 5/8-""11"",""OLHAL DLP-UNC 5/8-""11"",0.00
2815,1,"OLHAL ICAMENTO 1,2T","OLHAL ICAMENTO 1,2T (60 PC)",0.00
2816,2,"OLHAL ICAMENTO 2,4T","OLHAL ICAMENTO 2,4T (60 PC)",0.00
2817,3,"OLHAL ICAMENTO 3,6T","OLHAL ICAMENTO 3,6T (40 PC)",0.00
2818,Z102410,RELP-M10,"OLHAL RELP-M10",0.00
2819,Z102412,RELP-M12,"OLHAL RELP-M12",7.00
2820,Z102416,RELP-M16,"OLHAL RELP-M16",0.00
2821,Z102420,RELP-M20,"OLHAL RELP-M20",0.00
2822,Z102424,RELP-M24,"OLHAL RELP-M24",0.00
2823,Z102430,RELP-M30,"OLHAL RELP-M30",0.00
2824,Z102436,RELP-M36,"OLHAL RELP-M36",0.00
