ref_prod;desc_prod;ncm;sap;ipi;tipo; valor_custo ;carga_trabalho;cumprimento;valor_venda
HR125LB ;HRNG2500 1/2X11 1/2;73269090;2501306;1.05;PC; 2231.64 ;1;1;3702
HR125LB ;HRNG2500 1/2X11 5/8;73269090;2501315;1.05;PC; 2231.64 ;1;1;3702
HR125LB ;HRNG2500 1/2X11 3/4;73269090;2501324;1.05;PC; 2231.64 ;1;1;3702
HR125LB ;HRNG2500 1/2X11 7/8;73269090;2501333;1.05;PC; 2231.64 ;1;1;3702
HR125LB ;HRNG 2500 1/2X12   ;73269090;2501342;1.05;PC; 2231.64 ;1;1;3702
HR125LB ;HRNG 4000 5/8X2 1/8;73269090;2501351;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X2 1/4;73269090;2501360;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X2 3/8;73269090;2501369;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X2 1/2;73269090;2501378;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X2 5/8;73269090;2501387;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X2 7/8;73269090;2501396;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X3    ;73269090;2501405;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X3 1/8;73269090;2501414;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X3 1/4;73269090;2501423;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X3 3/8;73269090;2501432;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X3 1/2;73269090;2501441;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X3 5/8;73269090;2501450;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X3 3/4;73269090;2501459;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X3 7/8;73269090;2501468;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X4    ;73269090;2501477;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X4 1/8;73269090;2501486;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X4 1/4;73269090;2501495;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X4 3/8;73269090;2501504;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X4 1/2;73269090;2501513;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X4 5/8;73269090;2501522;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X4 3/4;73269090;2501531;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X4 7/8;73269090;2501540;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X5    ;73269090;2501549;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X5 1/8;73269090;2501558;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X5 1/4;73269090;2501567;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X5 3/8;73269090;2501576;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X5 1/2;73269090;2501585;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X5 5/8;73269090;2501594;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X5 3/4;73269090;2501603;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X5 7/8;73269090;2501612;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X6    ;73269090;2501621;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X6 1/8;73269090;2501630;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X6 1/4;73269090;2501639;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X6 3/8;73269090;2501648;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X6 1/2;73269090;2501657;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X6 5/8;73269090;2501666;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X6 3/4;73269090;2501675;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X6 7/8;73269090;2501684;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X7    ;73269090;2501693;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X7 1/8;73269090;2501702;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X7 1/4;73269090;2501711;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X7 3/8;73269090;2501720;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X7 1/2;73269090;2501729;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X7 5/8;73269090;2501738;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X7 3/4;73269090;2501747;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X7 7/8;73269090;2501756;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X8    ;73269090;2501765;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X8 1/8;73269090;2501774;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X8 1/4;73269090;2501783;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X8 3/8;73269090;2501792;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X8 1/2;73269090;2501801;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X8 5/8;73269090;2501810;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X8 3/4;73269090;2501819;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X8 7/8;73269090;2501828;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X9    ;73269090;2501837;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X9 1/8;73269090;2501846;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X9 1/4;73269090;2501855;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X9 3/8;73269090;2501864;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X9 1/2;73269090;2501873;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X9 5/8;73269090;2501882;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X9 3/4;73269090;2501891;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X9 7/8;73269090;2501900;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X10   ;73269090;2501909;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG4000 5/8X10 1/8;73269090;2501918;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG4000 5/8X10 1/4;73269090;2501927;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG4000 5/8X10 3/8;73269090;2501936;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG4000 5/8X10 1/2;73269090;2501945;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG4000 5/8X10 5/8;73269090;2501954;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG4000 5/8X10 3/4;73269090;2501963;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG4000 5/8X10 7/8;73269090;2501972;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X11   ;73269090;2501981;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG4000 5/8X11 1/8;73269090;2501990;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG4000 5/8X11 1/4;73269090;2501999;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG4000 5/8X11 3/8;73269090;2502008;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG4000 5/8X11 1/2;73269090;2502017;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG4000 5/8X11 5/8;73269090;2502026;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG4000 5/8X11 3/4;73269090;2502035;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG4000 5/8X11 7/8;73269090;2502044;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 4000 5/8X12   ;73269090;2502053;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X2 3/8;73269090;2502062;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X2 1/2;73269090;2502071;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X2 5/8;73269090;2502080;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X2 7/8;73269090;2502089;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X3    ;73269090;2502098;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X3 1/8;73269090;2502107;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X3 1/4;73269090;2502116;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X3 3/8;73269090;2502125;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X3 1/2;73269090;2502134;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X3 5/8;73269090;2502143;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X3 3/4;73269090;2502152;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X3 7/8;73269090;2502161;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X4    ;73269090;2502170;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X4 1/8;73269090;2502179;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X4 1/4;73269090;2502188;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X4 3/8;73269090;2502197;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X4 1/2;73269090;2502206;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X4 5/8;73269090;2502215;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X4 3/4;73269090;2502224;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X4 7/8;73269090;2502233;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X5    ;73269090;2502242;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X5 1/8;73269090;2502251;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X5 1/4;73269090;2502260;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X5 3/8;73269090;2502269;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X5 1/2;73269090;2502278;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X5 5/8;73269090;2502287;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X5 3/4;73269090;2502296;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X5 7/8;73269090;2502305;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X6    ;73269090;2502314;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X6 1/8;73269090;2502323;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X6 1/4;73269090;2502332;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X6 3/8;73269090;2502341;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X6 1/2;73269090;2502350;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X6 5/8;73269090;2502359;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X6 3/4;73269090;2502368;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X6 7/8;73269090;2502377;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X7    ;73269090;2502386;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X7 1/8;73269090;2502395;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X7 1/4;73269090;2502404;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X7 3/8;73269090;2502413;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X7 1/2;73269090;2502422;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X7 5/8;73269090;2502431;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X7 3/4;73269090;2502440;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X7 7/8;73269090;2502449;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X8    ;73269090;2502458;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X8 1/8;73269090;2502467;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X8 1/4;73269090;2502476;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X8 3/8;73269090;2502485;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X8 1/2;73269090;2502494;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X8 5/8;73269090;2502503;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X8 3/4;73269090;2502512;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X8 7/8;73269090;2502521;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X9    ;73269090;2502530;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X9 1/8;73269090;2502539;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X9 1/4;73269090;2502548;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X9 3/8;73269090;2502557;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X9 1/2;73269090;2502566;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X9 5/8;73269090;2502575;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X9 3/4;73269090;2502584;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X9 7/8;73269090;2502593;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X10   ;73269090;2502602;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG5000 3/4X10 1/8;73269090;2502611;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG5000 3/4X10 1/4;73269090;2502620;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG5000 3/4X10 3/8;73269090;2502629;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG5000 3/4X10 1/2;73269090;2502638;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG5000 3/4X10 5/8;73269090;2502647;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG5000 3/4X10 3/4;73269090;2502656;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG5000 3/4X10 7/8;73269090;2502665;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X11   ;73269090;2502674;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG5000 3/4X11 1/8;73269090;2502683;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG5000 3/4X11 1/4;73269090;2502692;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG5000 3/4X11 3/8;73269090;2502701;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG5000 3/4X11 1/2;73269090;2502710;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG5000 3/4X11 5/8;73269090;2502719;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG5000 3/4X11 3/4;73269090;2502728;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG5000 3/4X11 7/8;73269090;2502737;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 5000 3/4X12   ;73269090;2502746;1.05;PC; 2260.5 ;1;1;3750
HR125LB ;HRNG 7000 3/4X2 7/8;73269090;2502755;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X3 0/1;73269090;2502764;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X3 1/8;73269090;2502773;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X3 1/4;73269090;2502782;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X3 3/8;73269090;2502791;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X3 5/8;73269090;2502800;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X3 3/4;73269090;2502809;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X3 7/8;73269090;2502818;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X4    ;73269090;2502827;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X4 1/8;73269090;2502836;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X4 1/4;73269090;2502845;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X4 3/8;73269090;2502854;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X4 1/2;73269090;2502863;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X4 5/8;73269090;2502872;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X4 3/4;73269090;2502881;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X4 7/8;73269090;2502890;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X5    ;73269090;2502899;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X5 1/8;73269090;2502908;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X5 1/4;73269090;2502917;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X5 3/8;73269090;2502926;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X5 1/2;73269090;2502935;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X5 5/8;73269090;2502944;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X5 3/4;73269090;2502953;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X5 7/8;73269090;2502962;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X6    ;73269090;2502971;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X6 1/8;73269090;2502980;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X6 1/4;73269090;2502989;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X6 3/8;73269090;2502998;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X6 1/2;73269090;2503007;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X6 5/8;73269090;2503016;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X6 3/4;73269090;2503025;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X6 7/8;73269090;2503034;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X7    ;73269090;2503043;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X7 1/8;73269090;2503052;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X7 1/4;73269090;2503061;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X7 3/8;73269090;2503070;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X7 1/2;73269090;2503079;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X7 5/8;73269090;2503088;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X7 3/4;73269090;2503097;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X7 7/8;73269090;2503106;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X8    ;73269090;2503115;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X8 1/8;73269090;2503124;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X8 1/4;73269090;2503133;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X8 3/8;73269090;2503142;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X8 1/2;73269090;2503151;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X8 5/8;73269090;2503160;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X8 3/4;73269090;2503169;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X8 7/8;73269090;2503178;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X9    ;73269090;2503187;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X9 1/8;73269090;2503196;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X9 1/4;73269090;2503205;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X9 3/8;73269090;2503214;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X9 1/2;73269090;2503223;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X9 5/8;73269090;2503232;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X9 3/4;73269090;2503241;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X9 7/8;73269090;2503250;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X10   ;73269090;2503259;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG7000 3/4X10 1/8;73269090;2503268;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG7000 3/4X10 1/4;73269090;2503277;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG7000 3/4X10 3/8;73269090;2503286;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG7000 3/4X10 1/2;73269090;2503295;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG7000 3/4X10 5/8;73269090;2503304;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG7000 3/4X10 3/4;73269090;2503313;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG7000 3/4X10 7/8;73269090;2503322;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X11   ;73269090;2503331;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG7000 3/4X11 1/8;73269090;2503340;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG7000 3/4X11 1/4;73269090;2503349;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG7000 3/4X11 3/8;73269090;2503358;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG7000 3/4X11 1/2;73269090;2503367;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG7000 3/4X11 5/8;73269090;2503376;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG7000 3/4X11 3/4;73269090;2503385;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG7000 3/4X11 7/8;73269090;2503394;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 7000 3/4X12   ;73269090;2503403;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 8000 7/8X2 7/8;73269090;2503412;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 8000 7/8X3    ;73269090;2503421;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 8000 7/8X3 1/8;73269090;2503430;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 8000 7/8X3 1/4;73269090;2503439;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 8000 7/8X3 3/8;73269090;2503448;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 8000 7/8X3 5/8;73269090;2503457;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 8000 7/8X3 3/4;73269090;2503466;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 8000 7/8X3 7/8;73269090;2503475;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 8000 7/8X4    ;73269090;2503484;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 8000 7/8X4 1/8;73269090;2503493;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 8000 7/8X4 1/4;73269090;2503502;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 8000 7/8X4 3/8;73269090;2503511;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 8000 7/8X4 1/2;73269090;2503520;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 8000 7/8X4 5/8;73269090;2503529;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 8000 7/8X4 3/4;73269090;2503538;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 8000 7/8X4 7/8;73269090;2503547;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 8000 7/8X5    ;73269090;2503556;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 8000 7/8X5 1/8;73269090;2503565;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 8000 7/8X5 1/4;73269090;2503574;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 8000 7/8X5 3/8;73269090;2503583;1.05;PC; 4915.39 ;1;1;8155
HR125LB ;HRNG 8000 7/8X5 1/2;73269090;2503592;1.05;PC; 4915.39 ;1;1;8155
